kepid,koi_disposition
9343862,"FALSE POSITIVE"
9389245,"CANDIDATE"
9828127,"CANDIDATE"
5177859,"CANDIDATE"
11081504,"CANDIDATE"
5385410,"FALSE POSITIVE"
3645438,"CONFIRMED"
8110757,"CANDIDATE"
3645438,"CANDIDATE"
8278685,"CANDIDATE"
5511659,"CANDIDATE"
5385139,"FALSE POSITIVE"
5385150,"FALSE POSITIVE"
5385269,"FALSE POSITIVE"
8210370,"FALSE POSITIVE"
5385509,"FALSE POSITIVE"
5385566,"FALSE POSITIVE"
5385773,"FALSE POSITIVE"
5386163,"FALSE POSITIVE"
5470960,"FALSE POSITIVE"
4139254,"CANDIDATE"
4144236,"FALSE POSITIVE"
10141900,"CANDIDATE"
4144236,"FALSE POSITIVE"
4150701,"FALSE POSITIVE"
4255944,"CANDIDATE"
4285087,"FALSE POSITIVE"
4346875,"FALSE POSITIVE"
9394605,"FALSE POSITIVE"
9471755,"FALSE POSITIVE"
9479460,"FALSE POSITIVE"
9549472,"FALSE POSITIVE"
9576197,"FALSE POSITIVE"
8110758,"FALSE POSITIVE"
9579860,"FALSE POSITIVE"
9655711,"CANDIDATE"
5856571,"CANDIDATE"
8222395,"CANDIDATE"
5796186,"FALSE POSITIVE"
5471068,"FALSE POSITIVE"
5471192,"FALSE POSITIVE"
5471217,"FALSE POSITIVE"
5471769,"FALSE POSITIVE"
5471770,"FALSE POSITIVE"
5556804,"FALSE POSITIVE"
5597970,"FALSE POSITIVE"
4459068,"FALSE POSITIVE"
8107150,"CANDIDATE"
4464394,"CANDIDATE"
4547480,"FALSE POSITIVE"
4739229,"CANDIDATE"
4739229,"CANDIDATE"
8620565,"CANDIDATE"
4740676,"FALSE POSITIVE"
4742420,"CANDIDATE"
9655711,"CANDIDATE"
9727765,"CANDIDATE"
9767392,"FALSE POSITIVE"
9774400,"FALSE POSITIVE"
9839081,"FALSE POSITIVE"
9974142,"FALSE POSITIVE"
9974142,"CANDIDATE"
10163066,"FALSE POSITIVE"
9008103,"CANDIDATE"
8780959,"CONFIRMED"
8780959,"CONFIRMED"
7429287,"FALSE POSITIVE"
11296045,"CANDIDATE"
6592335,"FALSE POSITIVE"
5951416,"FALSE POSITIVE"
5769810,"CANDIDATE"
5643492,"FALSE POSITIVE"
5795648,"FALSE POSITIVE"
5961350,"FALSE POSITIVE"
10340423,"FALSE POSITIVE"
5979863,"FALSE POSITIVE"
6117415,"FALSE POSITIVE"
6128027,"FALSE POSITIVE"
6146418,"FALSE POSITIVE"
4742420,"CANDIDATE"
4826439,"FALSE POSITIVE"
4933476,"FALSE POSITIVE"
4990977,"FALSE POSITIVE"
5034333,"FALSE POSITIVE"
5039441,"FALSE POSITIVE"
8231299,"FALSE POSITIVE"
5121173,"FALSE POSITIVE"
5306984,"CANDIDATE"
10198662,"CANDIDATE"
10198662,"CANDIDATE"
4157325,"CANDIDATE"
10200627,"CANDIDATE"
10219361,"FALSE POSITIVE"
10228942,"FALSE POSITIVE"
10341878,"FALSE POSITIVE"
10357831,"FALSE POSITIVE"
8332521,"CANDIDATE"
6150977,"FALSE POSITIVE"
6182019,"FALSE POSITIVE"
6191945,"FALSE POSITIVE"
6209347,"FALSE POSITIVE"
6268722,"FALSE POSITIVE"
6301030,"FALSE POSITIVE"
10480982,"FALSE POSITIVE"
6606934,"FALSE POSITIVE"
8242769,"CANDIDATE"
10964440,"CANDIDATE"
5385548,"FALSE POSITIVE"
5385778,"FALSE POSITIVE"
5428657,"CANDIDATE"
5471617,"FALSE POSITIVE"
5471617,"FALSE POSITIVE"
5629353,"CANDIDATE"
5629353,"CONFIRMED"
10363233,"FALSE POSITIVE"
10385682,"FALSE POSITIVE"
10414727,"CANDIDATE"
10414727,"FALSE POSITIVE"
10483644,"FALSE POSITIVE"
4736569,"CANDIDATE"
10601549,"FALSE POSITIVE"
10614158,"FALSE POSITIVE"
8505215,"FALSE POSITIVE"
10662202,"CANDIDATE"
9008103,"CANDIDATE"
6614926,"FALSE POSITIVE"
6628237,"FALSE POSITIVE"
6694186,"FALSE POSITIVE"
6934587,"FALSE POSITIVE"
7219906,"FALSE POSITIVE"
7257373,"FALSE POSITIVE"
7295570,"FALSE POSITIVE"
7362852,"FALSE POSITIVE"
5629353,"CANDIDATE"
5641294,"FALSE POSITIVE"
5738698,"FALSE POSITIVE"
4078157,"CANDIDATE"
5768927,"FALSE POSITIVE"
5814635,"FALSE POSITIVE"
5816144,"CANDIDATE"
5816144,"FALSE POSITIVE"
10717220,"CONFIRMED"
10728219,"FALSE POSITIVE"
10735988,"FALSE POSITIVE"
8112324,"FALSE POSITIVE"
10971944,"FALSE POSITIVE"
10973583,"FALSE POSITIVE"
10989274,"CONFIRMED"
11099351,"FALSE POSITIVE"
11147460,"FALSE POSITIVE"
10662202,"FALSE POSITIVE"
11607193,"FALSE POSITIVE"
10743597,"FALSE POSITIVE"
4247991,"CONFIRMED"
11968463,"CANDIDATE"
11968463,"CANDIDATE"
11074835,"CANDIDATE"
8042747,"FALSE POSITIVE"
9008737,"FALSE POSITIVE"
7373877,"FALSE POSITIVE"
5792202,"CANDIDATE"
7436177,"FALSE POSITIVE"
7537945,"FALSE POSITIVE"
7624297,"FALSE POSITIVE"
8109692,"FALSE POSITIVE"
7695093,"FALSE POSITIVE"
7749318,"FALSE POSITIVE"
7777397,"FALSE POSITIVE"
5817566,"FALSE POSITIVE"
5952403,"FALSE POSITIVE"
6032730,"CANDIDATE"
6116172,"CANDIDATE"
6116172,"CANDIDATE"
6116172,"CANDIDATE"
4150539,"FALSE POSITIVE"
6182093,"FALSE POSITIVE"
9839821,"CONFIRMED"
11252617,"FALSE POSITIVE"
8245108,"FALSE POSITIVE"
11252617,"FALSE POSITIVE"
11296437,"FALSE POSITIVE"
11296437,"CANDIDATE"
11341164,"CANDIDATE"
11462969,"CANDIDATE"
11462969,"CANDIDATE"
7830321,"FALSE POSITIVE"
7841986,"FALSE POSITIVE"
7877820,"FALSE POSITIVE"
7914906,"FALSE POSITIVE"
5792202,"CANDIDATE"
8019043,"FALSE POSITIVE"
8023317,"FALSE POSITIVE"
8126531,"FALSE POSITIVE"
8121067,"FALSE POSITIVE"
6197038,"FALSE POSITIVE"
6221385,"CONFIRMED"
6221385,"CONFIRMED"
6221385,"CANDIDATE"
6362386,"FALSE POSITIVE"
8260269,"FALSE POSITIVE"
6449358,"FALSE POSITIVE"
6593968,"FALSE POSITIVE"
6674908,"FALSE POSITIVE"
11516930,"FALSE POSITIVE"
11558882,"FALSE POSITIVE"
11656928,"CANDIDATE"
11566064,"CANDIDATE"
8042835,"FALSE POSITIVE"
2853780,"FALSE POSITIVE"
11656928,"CANDIDATE"
11656928,"CANDIDATE"
11673686,"FALSE POSITIVE"
8153568,"FALSE POSITIVE"
8167938,"FALSE POSITIVE"
8167978,"FALSE POSITIVE"
8168581,"FALSE POSITIVE"
8230809,"FALSE POSITIVE"
8364115,"FALSE POSITIVE"
8458207,"FALSE POSITIVE"
7825899,"CANDIDATE"
6946681,"CANDIDATE"
4150624,"FALSE POSITIVE"
6946708,"CANDIDATE"
6967278,"FALSE POSITIVE"
7108433,"FALSE POSITIVE"
7119080,"FALSE POSITIVE"
7129465,"FALSE POSITIVE"
7174617,"FALSE POSITIVE"
11724210,"FALSE POSITIVE"
11775507,"CANDIDATE"
11775507,"CANDIDATE"
11856178,"CANDIDATE"
11867071,"FALSE POSITIVE"
11975363,"FALSE POSITIVE"
12207117,"FALSE POSITIVE"
6768394,"CANDIDATE"
8580438,"FALSE POSITIVE"
8581232,"FALSE POSITIVE"
8655458,"FALSE POSITIVE"
8695779,"FALSE POSITIVE"
8953059,"FALSE POSITIVE"
9048145,"FALSE POSITIVE"
9214712,"FALSE POSITIVE"
9214715,"FALSE POSITIVE"
7190639,"FALSE POSITIVE"
7198881,"FALSE POSITIVE"
7198881,"FALSE POSITIVE"
7422883,"FALSE POSITIVE"
10545066,"CANDIDATE"
7663405,"CANDIDATE"
7464205,"FALSE POSITIVE"
7622059,"FALSE POSITIVE"
12367464,"FALSE POSITIVE"
12470041,"FALSE POSITIVE"
11358389,"CANDIDATE"
5706595,"CANDIDATE"
12885212,"CANDIDATE"
8179286,"FALSE POSITIVE"
3548044,"CANDIDATE"
2581191,"FALSE POSITIVE"
8168187,"CANDIDATE"
9221398,"FALSE POSITIVE"
9411317,"FALSE POSITIVE"
9605514,"CANDIDATE"
9418619,"CANDIDATE"
9532123,"FALSE POSITIVE"
9549471,"FALSE POSITIVE"
9649222,"FALSE POSITIVE"
9664215,"FALSE POSITIVE"
7750740,"FALSE POSITIVE"
7779942,"FALSE POSITIVE"
7835312,"CANDIDATE"
7835312,"FALSE POSITIVE"
7838906,"FALSE POSITIVE"
7908367,"CONFIRMED"
7908367,"CONFIRMED"
7940533,"FALSE POSITIVE"
4142847,"CONFIRMED"
9221517,"CANDIDATE"
11623629,"CANDIDATE"
10730703,"CANDIDATE"
4665571,"CONFIRMED"
6364215,"FALSE POSITIVE"
7047363,"FALSE POSITIVE"
7289317,"CANDIDATE"
9714358,"FALSE POSITIVE"
9851123,"FALSE POSITIVE"
9966115,"FALSE POSITIVE"
10026458,"FALSE POSITIVE"
10139305,"FALSE POSITIVE"
7375348,"CANDIDATE"
1432789,"CANDIDATE"
10288922,"FALSE POSITIVE"
12266636,"CANDIDATE"
7974634,"CANDIDATE"
8182107,"CANDIDATE"
7974634,"CANDIDATE"
7974634,"FALSE POSITIVE"
8043882,"FALSE POSITIVE"
8058507,"FALSE POSITIVE"
8095099,"FALSE POSITIVE"
8163784,"CANDIDATE"
2305866,"CANDIDATE"
12206313,"CONFIRMED"
5184911,"CANDIDATE"
6436029,"CANDIDATE"
7767162,"CANDIDATE"
9478990,"CANDIDATE"
10793172,"CANDIDATE"
10122538,"CONFIRMED"
10659313,"FALSE POSITIVE"
10710755,"FALSE POSITIVE"
10727668,"FALSE POSITIVE"
10735519,"FALSE POSITIVE"
8197767,"FALSE POSITIVE"
10935310,"FALSE POSITIVE"
11021252,"FALSE POSITIVE"
11404644,"CANDIDATE"
11408935,"FALSE POSITIVE"
8165617,"CANDIDATE"
8181016,"FALSE POSITIVE"
8197761,"FALSE POSITIVE"
4840513,"FALSE POSITIVE"
8223568,"CANDIDATE"
8223568,"CANDIDATE"
8265156,"FALSE POSITIVE"
8355178,"CANDIDATE"
10122538,"CONFIRMED"
4770174,"CANDIDATE"
9838804,"CANDIDATE"
9020114,"CANDIDATE"
6609270,"FALSE POSITIVE"
7983117,"CANDIDATE"
11125797,"CONFIRMED"
9966219,"CANDIDATE"
11974540,"CANDIDATE"
7219825,"CANDIDATE"
9958962,"CANDIDATE"
11519226,"FALSE POSITIVE"
1718189,"CANDIDATE"
11756821,"FALSE POSITIVE"
11769146,"FALSE POSITIVE"
11812199,"FALSE POSITIVE"
8263187,"CANDIDATE"
11826400,"FALSE POSITIVE"
12010534,"FALSE POSITIVE"
2019477,"CANDIDATE"
7116117,"FALSE POSITIVE"
7868092,"FALSE POSITIVE"
3337061,"FALSE POSITIVE"
9826171,"FALSE POSITIVE"
3936658,"FALSE POSITIVE"
4577484,"FALSE POSITIVE"
4735826,"CONFIRMED"
5005618,"FALSE POSITIVE"
4663658,"FALSE POSITIVE"
10467815,"FALSE POSITIVE"
10847721,"FALSE POSITIVE"
10118942,"FALSE POSITIVE"
9471539,"FALSE POSITIVE"
5482603,"FALSE POSITIVE"
2305819,"FALSE POSITIVE"
9518710,"CANDIDATE"
10284575,"FALSE POSITIVE"
3342952,"FALSE POSITIVE"
10338624,"FALSE POSITIVE"
5307990,"FALSE POSITIVE"
2142501,"FALSE POSITIVE"
2713018,"FALSE POSITIVE"
8413968,"FALSE POSITIVE"
9008103,"FALSE POSITIVE"
4376629,"FALSE POSITIVE"
3958301,"FALSE POSITIVE"
8211605,"FALSE POSITIVE"
11098573,"FALSE POSITIVE"
7289338,"CANDIDATE"
9837586,"FALSE POSITIVE"
6021655,"FALSE POSITIVE"
8308682,"FALSE POSITIVE"
11442793,"CONFIRMED"
3344427,"FALSE POSITIVE"
6205481,"FALSE POSITIVE"
4474637,"FALSE POSITIVE"
8435232,"FALSE POSITIVE"
6462874,"FALSE POSITIVE"
8218379,"CANDIDATE"
11450414,"CONFIRMED"
5217733,"FALSE POSITIVE"
4150611,"FALSE POSITIVE"
4150611,"FALSE POSITIVE"
5706592,"CANDIDATE"
5716244,"FALSE POSITIVE"
5725851,"FALSE POSITIVE"
5731312,"FALSE POSITIVE"
5735878,"FALSE POSITIVE"
5736461,"FALSE POSITIVE"
5737869,"FALSE POSITIVE"
5771589,"FALSE POSITIVE"
8364232,"CANDIDATE"
6670742,"CANDIDATE"
6672229,"FALSE POSITIVE"
6676725,"FALSE POSITIVE"
6695622,"FALSE POSITIVE"
6695889,"FALSE POSITIVE"
6697716,"FALSE POSITIVE"
6697976,"CANDIDATE"
6698670,"FALSE POSITIVE"
7541746,"FALSE POSITIVE"
7584778,"FALSE POSITIVE"
7588436,"FALSE POSITIVE"
7592529,"CANDIDATE"
7592922,"CANDIDATE"
7597703,"FALSE POSITIVE"
7602351,"CANDIDATE"
7605600,"FALSE POSITIVE"
8312222,"FALSE POSITIVE"
8314801,"FALSE POSITIVE"
8316503,"FALSE POSITIVE"
8330575,"FALSE POSITIVE"
8345358,"FALSE POSITIVE"
8358008,"FALSE POSITIVE"
8362974,"CANDIDATE"
8364119,"FALSE POSITIVE"
9278021,"FALSE POSITIVE"
9284741,"FALSE POSITIVE"
9286728,"FALSE POSITIVE"
9291368,"FALSE POSITIVE"
9291368,"FALSE POSITIVE"
9291748,"FALSE POSITIVE"
9301564,"CANDIDATE"
9304561,"FALSE POSITIVE"
9328852,"FALSE POSITIVE"
10089123,"CANDIDATE"
10091257,"FALSE POSITIVE"
10093664,"FALSE POSITIVE"
10095512,"FALSE POSITIVE"
10098534,"FALSE POSITIVE"
10129482,"FALSE POSITIVE"
10155080,"FALSE POSITIVE"
10156064,"FALSE POSITIVE"
8555967,"CANDIDATE"
11198723,"FALSE POSITIVE"
11199725,"FALSE POSITIVE"
11200773,"FALSE POSITIVE"
11228612,"FALSE POSITIVE"
11232745,"FALSE POSITIVE"
11233911,"FALSE POSITIVE"
11234677,"FALSE POSITIVE"
11235323,"FALSE POSITIVE"
3765917,"CANDIDATE"
3547760,"CANDIDATE"
8652360,"FALSE POSITIVE"
5476671,"FALSE POSITIVE"
11290515,"CANDIDATE"
4919550,"FALSE POSITIVE"
8216763,"CANDIDATE"
6767227,"CANDIDATE"
8094120,"FALSE POSITIVE"
3854496,"CANDIDATE"
3858757,"FALSE POSITIVE"
3858767,"FALSE POSITIVE"
3858884,"FALSE POSITIVE"
3936061,"CANDIDATE"
3938073,"FALSE POSITIVE"
3972391,"FALSE POSITIVE"
3972432,"CANDIDATE"
3973002,"FALSE POSITIVE"
5025217,"FALSE POSITIVE"
5025234,"FALSE POSITIVE"
5025294,"FALSE POSITIVE"
5026187,"FALSE POSITIVE"
5031804,"FALSE POSITIVE"
5031882,"FALSE POSITIVE"
5036516,"FALSE POSITIVE"
5036530,"FALSE POSITIVE"
5781192,"FALSE POSITIVE"
5802285,"FALSE POSITIVE"
5802470,"FALSE POSITIVE"
5807579,"FALSE POSITIVE"
5809372,"FALSE POSITIVE"
5860347,"CANDIDATE"
5871918,"FALSE POSITIVE"
5894825,"FALSE POSITIVE"
8374394,"FALSE POSITIVE"
6706287,"FALSE POSITIVE"
6715997,"CANDIDATE"
6763884,"CANDIDATE"
6766748,"FALSE POSITIVE"
6768616,"CANDIDATE"
6774408,"FALSE POSITIVE"
6778289,"FALSE POSITIVE"
6781047,"FALSE POSITIVE"
6781535,"FALSE POSITIVE"
8440062,"FALSE POSITIVE"
7622072,"FALSE POSITIVE"
7630658,"FALSE POSITIVE"
7631194,"FALSE POSITIVE"
7662209,"FALSE POSITIVE"
7663804,"FALSE POSITIVE"
7668648,"FALSE POSITIVE"
7670485,"FALSE POSITIVE"
7670617,"FALSE POSITIVE"
8367298,"FALSE POSITIVE"
8374499,"FALSE POSITIVE"
8378656,"FALSE POSITIVE"
8378922,"FALSE POSITIVE"
8379547,"FALSE POSITIVE"
8381592,"FALSE POSITIVE"
8382339,"FALSE POSITIVE"
8394475,"CANDIDATE"
8398290,"FALSE POSITIVE"
9328864,"FALSE POSITIVE"
9334490,"FALSE POSITIVE"
9340411,"CANDIDATE"
9344623,"FALSE POSITIVE"
9353182,"FALSE POSITIVE"
9357275,"FALSE POSITIVE"
9357375,"FALSE POSITIVE"
9392702,"FALSE POSITIVE"
9394920,"FALSE POSITIVE"
8524110,"FALSE POSITIVE"
10163067,"CANDIDATE"
10164018,"FALSE POSITIVE"
10189523,"FALSE POSITIVE"
10198109,"FALSE POSITIVE"
10208759,"FALSE POSITIVE"
10214328,"FALSE POSITIVE"
10215422,"FALSE POSITIVE"
10257903,"FALSE POSITIVE"
10258558,"FALSE POSITIVE"
11240948,"FALSE POSITIVE"
11241560,"CANDIDATE"
11244571,"CANDIDATE"
11250867,"FALSE POSITIVE"
11251058,"FALSE POSITIVE"
11282568,"CANDIDATE"
11285625,"FALSE POSITIVE"
11286311,"CANDIDATE"
4732015,"FALSE POSITIVE"
8043638,"CANDIDATE"
11176166,"CANDIDATE"
9214712,"FALSE POSITIVE"
9214715,"FALSE POSITIVE"
7838906,"FALSE POSITIVE"
1026032,"FALSE POSITIVE"
1293379,"CANDIDATE"
3973504,"FALSE POSITIVE"
4042088,"FALSE POSITIVE"
4055092,"FALSE POSITIVE"
4067549,"FALSE POSITIVE"
4069063,"FALSE POSITIVE"
4069213,"FALSE POSITIVE"
4075064,"FALSE POSITIVE"
4076061,"CANDIDATE"
4076952,"FALSE POSITIVE"
5036530,"FALSE POSITIVE"
5036538,"FALSE POSITIVE"
5038469,"FALSE POSITIVE"
5039687,"FALSE POSITIVE"
5042785,"FALSE POSITIVE"
5078879,"FALSE POSITIVE"
5080346,"FALSE POSITIVE"
5080652,"FALSE POSITIVE"
5894972,"FALSE POSITIVE"
5951140,"CANDIDATE"
5952309,"FALSE POSITIVE"
5952457,"FALSE POSITIVE"
5962514,"FALSE POSITIVE"
5962716,"FALSE POSITIVE"
5966732,"CANDIDATE"
5977541,"FALSE POSITIVE"
5977804,"FALSE POSITIVE"
6792124,"FALSE POSITIVE"
6804648,"FALSE POSITIVE"
6806632,"FALSE POSITIVE"
6841577,"FALSE POSITIVE"
6842345,"CANDIDATE"
6852488,"FALSE POSITIVE"
6853172,"CANDIDATE"
6859546,"CANDIDATE"
8460634,"FALSE POSITIVE"
7671594,"FALSE POSITIVE"
7677005,"FALSE POSITIVE"
7687365,"CANDIDATE"
7691527,"FALSE POSITIVE"
7695445,"FALSE POSITIVE"
7700500,"CANDIDATE"
7700578,"FALSE POSITIVE"
7707736,"FALSE POSITIVE"
7733540,"FALSE POSITIVE"
8411947,"FALSE POSITIVE"
8414159,"FALSE POSITIVE"
8414216,"FALSE POSITIVE"
8415863,"FALSE POSITIVE"
8423903,"FALSE POSITIVE"
8429450,"FALSE POSITIVE"
8442795,"CANDIDATE"
8443812,"CANDIDATE"
8445775,"FALSE POSITIVE"
9397900,"CANDIDATE"
9411943,"FALSE POSITIVE"
9412462,"FALSE POSITIVE"
9418994,"FALSE POSITIVE"
9451096,"FALSE POSITIVE"
9458266,"CANDIDATE"
9466042,"FALSE POSITIVE"
9468296,"FALSE POSITIVE"
10264202,"FALSE POSITIVE"
10264293,"CANDIDATE"
10268809,"FALSE POSITIVE"
10274244,"FALSE POSITIVE"
10275887,"FALSE POSITIVE"
10290021,"CANDIDATE"
10290447,"FALSE POSITIVE"
10292465,"FALSE POSITIVE"
10294608,"FALSE POSITIVE"
11287726,"FALSE POSITIVE"
11288492,"CANDIDATE"
11288772,"CANDIDATE"
11295085,"FALSE POSITIVE"
11296724,"CANDIDATE"
11350389,"FALSE POSITIVE"
11356602,"FALSE POSITIVE"
11358392,"FALSE POSITIVE"
1433531,"FALSE POSITIVE"
1717528,"FALSE POSITIVE"
1871483,"CANDIDATE"
2012722,"FALSE POSITIVE"
2013883,"FALSE POSITIVE"
2161949,"CANDIDATE"
2161949,"CANDIDATE"
2162994,"FALSE POSITIVE"
2167444,"FALSE POSITIVE"
4078693,"FALSE POSITIVE"
4142768,"FALSE POSITIVE"
4149684,"FALSE POSITIVE"
4150703,"FALSE POSITIVE"
4157488,"FALSE POSITIVE"
4160669,"FALSE POSITIVE"
4171955,"FALSE POSITIVE"
4174507,"FALSE POSITIVE"
5083138,"CANDIDATE"
5083252,"FALSE POSITIVE"
5087223,"CANDIDATE"
5091075,"FALSE POSITIVE"
5091614,"FALSE POSITIVE"
5092799,"CANDIDATE"
5092799,"CANDIDATE"
5094301,"FALSE POSITIVE"
5983348,"FALSE POSITIVE"
5990753,"FALSE POSITIVE"
6019971,"CANDIDATE"
6029130,"FALSE POSITIVE"
6035335,"FALSE POSITIVE"
6041511,"FALSE POSITIVE"
6042116,"FALSE POSITIVE"
6042663,"FALSE POSITIVE"
6044064,"FALSE POSITIVE"
6859813,"FALSE POSITIVE"
6863840,"FALSE POSITIVE"
6864569,"FALSE POSITIVE"
6864706,"CANDIDATE"
6864859,"FALSE POSITIVE"
6867219,"CANDIDATE"
6877673,"FALSE POSITIVE"
6877871,"FALSE POSITIVE"
6878408,"CANDIDATE"
7741048,"FALSE POSITIVE"
7751562,"FALSE POSITIVE"
7755741,"FALSE POSITIVE"
7755741,"CANDIDATE"
7769072,"FALSE POSITIVE"
7769815,"FALSE POSITIVE"
7777365,"FALSE POSITIVE"
7798259,"FALSE POSITIVE"
8453191,"FALSE POSITIVE"
8453324,"FALSE POSITIVE"
8479107,"FALSE POSITIVE"
8479386,"FALSE POSITIVE"
8488876,"FALSE POSITIVE"
8504570,"FALSE POSITIVE"
8509346,"FALSE POSITIVE"
8517433,"FALSE POSITIVE"
9474222,"FALSE POSITIVE"
9474969,"FALSE POSITIVE"
9480398,"CANDIDATE"
9490342,"CANDIDATE"
9509207,"FALSE POSITIVE"
9513168,"CANDIDATE"
9520700,"FALSE POSITIVE"
9529294,"FALSE POSITIVE"
12116489,"CANDIDATE"
10296163,"FALSE POSITIVE"
10330495,"FALSE POSITIVE"
10332789,"FALSE POSITIVE"
10340228,"FALSE POSITIVE"
10341787,"FALSE POSITIVE"
10342097,"FALSE POSITIVE"
10345862,"FALSE POSITIVE"
10346522,"FALSE POSITIVE"
10352603,"FALSE POSITIVE"
11359305,"FALSE POSITIVE"
11391181,"FALSE POSITIVE"
11401869,"FALSE POSITIVE"
11409698,"FALSE POSITIVE"
11411639,"CANDIDATE"
11455795,"FALSE POSITIVE"
11457191,"FALSE POSITIVE"
11462556,"FALSE POSITIVE"
2283362,"CANDIDATE"
2301068,"CANDIDATE"
2305372,"FALSE POSITIVE"
2306740,"FALSE POSITIVE"
2308957,"FALSE POSITIVE"
2422820,"CANDIDATE"
2437452,"FALSE POSITIVE"
2437804,"FALSE POSITIVE"
2438061,"FALSE POSITIVE"
4180396,"FALSE POSITIVE"
4245897,"FALSE POSITIVE"
4252226,"FALSE POSITIVE"
4261960,"FALSE POSITIVE"
4269252,"FALSE POSITIVE"
4274071,"CANDIDATE"
4281895,"FALSE POSITIVE"
4282390,"CANDIDATE"
5095269,"FALSE POSITIVE"
5097278,"FALSE POSITIVE"
5098757,"FALSE POSITIVE"
5111801,"FALSE POSITIVE"
5112198,"FALSE POSITIVE"
5113809,"FALSE POSITIVE"
5115178,"FALSE POSITIVE"
5115379,"FALSE POSITIVE"
5115688,"CANDIDATE"
6045093,"CANDIDATE"
6046311,"FALSE POSITIVE"
6048106,"FALSE POSITIVE"
6048255,"FALSE POSITIVE"
6057750,"CANDIDATE"
6060580,"FALSE POSITIVE"
6063448,"FALSE POSITIVE"
6066107,"FALSE POSITIVE"
8391983,"CANDIDATE"
6890618,"FALSE POSITIVE"
6925263,"FALSE POSITIVE"
6927629,"FALSE POSITIVE"
6929016,"FALSE POSITIVE"
6936977,"FALSE POSITIVE"
6939670,"FALSE POSITIVE"
6947623,"CANDIDATE"
6947837,"FALSE POSITIVE"
6949550,"FALSE POSITIVE"
7811211,"CANDIDATE"
7812893,"CANDIDATE"
7816680,"FALSE POSITIVE"
7816935,"CANDIDATE"
7838639,"FALSE POSITIVE"
7846730,"FALSE POSITIVE"
7847927,"FALSE POSITIVE"
7868967,"CANDIDATE"
8526387,"FALSE POSITIVE"
8543278,"FALSE POSITIVE"
8552500,"FALSE POSITIVE"
8552540,"FALSE POSITIVE"
8553788,"FALSE POSITIVE"
8553907,"FALSE POSITIVE"
8559796,"FALSE POSITIVE"
8559863,"FALSE POSITIVE"
8489260,"CANDIDATE"
9529856,"FALSE POSITIVE"
9536048,"FALSE POSITIVE"
9540450,"FALSE POSITIVE"
9540675,"FALSE POSITIVE"
9541163,"FALSE POSITIVE"
9541567,"FALSE POSITIVE"
9569866,"FALSE POSITIVE"
9579192,"FALSE POSITIVE"
8540376,"CONFIRMED"
10363300,"FALSE POSITIVE"
10388451,"CANDIDATE"
10396708,"CANDIDATE"
10407047,"FALSE POSITIVE"
10407430,"FALSE POSITIVE"
10407464,"FALSE POSITIVE"
10417704,"FALSE POSITIVE"
10420279,"FALSE POSITIVE"
10422852,"FALSE POSITIVE"
11495989,"CANDIDATE"
11499757,"FALSE POSITIVE"
11501774,"FALSE POSITIVE"
11502172,"FALSE POSITIVE"
11502179,"FALSE POSITIVE"
11506235,"FALSE POSITIVE"
11551652,"CANDIDATE"
11560382,"FALSE POSITIVE"
11560431,"FALSE POSITIVE"
2438062,"FALSE POSITIVE"
2438517,"FALSE POSITIVE"
2442084,"FALSE POSITIVE"
2449245,"CANDIDATE"
2450716,"FALSE POSITIVE"
2557350,"CANDIDATE"
2557430,"FALSE POSITIVE"
2568971,"FALSE POSITIVE"
4284147,"FALSE POSITIVE"
4349935,"FALSE POSITIVE"
4352168,"FALSE POSITIVE"
4356621,"FALSE POSITIVE"
4357985,"FALSE POSITIVE"
4367544,"FALSE POSITIVE"
4372410,"FALSE POSITIVE"
4372620,"CANDIDATE"
4372961,"FALSE POSITIVE"
5119143,"FALSE POSITIVE"
5125048,"FALSE POSITIVE"
5126627,"FALSE POSITIVE"
5130890,"FALSE POSITIVE"
5164794,"FALSE POSITIVE"
5171707,"CANDIDATE"
5172274,"FALSE POSITIVE"
5174492,"FALSE POSITIVE"
6068947,"FALSE POSITIVE"
6103049,"FALSE POSITIVE"
6109688,"FALSE POSITIVE"
6111011,"CANDIDATE"
6128141,"FALSE POSITIVE"
6128245,"CANDIDATE"
6131659,"FALSE POSITIVE"
6146838,"FALSE POSITIVE"
6950275,"FALSE POSITIVE"
6953219,"FALSE POSITIVE"
6956176,"CANDIDATE"
6962018,"FALSE POSITIVE"
6965293,"FALSE POSITIVE"
6967430,"FALSE POSITIVE"
7009828,"FALSE POSITIVE"
7025851,"FALSE POSITIVE"
7870250,"FALSE POSITIVE"
7871395,"FALSE POSITIVE"
7885518,"FALSE POSITIVE"
7885570,"FALSE POSITIVE"
7886329,"FALSE POSITIVE"
7902204,"CANDIDATE"
7919653,"FALSE POSITIVE"
7938468,"FALSE POSITIVE"
8560861,"FALSE POSITIVE"
8565900,"FALSE POSITIVE"
8566113,"CANDIDATE"
8569819,"FALSE POSITIVE"
8574270,"FALSE POSITIVE"
8581658,"FALSE POSITIVE"
8590527,"FALSE POSITIVE"
8604993,"FALSE POSITIVE"
8608490,"FALSE POSITIVE"
9579789,"FALSE POSITIVE"
9581498,"FALSE POSITIVE"
9588862,"CANDIDATE"
9592855,"FALSE POSITIVE"
9596064,"CANDIDATE"
9596187,"FALSE POSITIVE"
9596892,"CANDIDATE"
9597095,"FALSE POSITIVE"
10450504,"CANDIDATE"
